query,id,Text,Text_processed,Sentiment,SentimentB
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1368970287585374214,"Online academic success habits: If you're trying to get over the mid-semester slump of online classes, use these tips to help manage your time and maintain focus.

#FlattenTheCurve #StopTheSpread #COVID19 https://t.co/nFpMHxMGP3",online academic success habit trying get midsemester slump online class use tip help manage time maintain focusflattenthecurve,0.15,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372093478864261120,RT @tv9gujarati: Surat Municipal Corporation orders schools/colleges/tuition classes to function only online barring for examinations. #COV…,rt tvgujarati surat municipal corporation order schoolscollegestuition class function online barring examination,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371020941057171457,RT @MCS_KNIGHTS: Mount Carmel School will continue with face-to-face classes with the option to keep their children home for online learnin…,rt mcsknights mount carmel school continue facetoface class option keep child home online learnin,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370436914495492098,"To make the best of online learning, here are some tips to help your child adapt to learning from home. &gt;&gt; https://t.co/YgaS9FYYxL
#onlinelearning",make best online learning tip help child adapt learning home gtgt onlinelearning,1.0,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372971128738697217,"A federal court dismissed a class-action lawsuit claiming that Brown breached contract by shifting to online classes amid the initial lockdowns of the COVID-19 pandemic.

https://t.co/nO4hdonHf2",federal court dismissed classaction lawsuit claiming brown breached contract shifting online class amid initial lockdown covid pandemic,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371798276798705665,@PunjabGovtIndia 3 covid case confirm and more are awaiting  but University still conducting offline class please issue order for online classes .,covid case confirm awaiting university still conducting offline class please issue order online class,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370003206151966723,@Vic_Rollison I can’t believe that this is all there is to it.  Seven months elapsed between her first complaint to police and her death.  Covid is no excuse. Teachers taught whole classes online from their lounge rooms. The police could have taken a statement. Something stopped them.,cant believe seven month elapsed first complaint police death covid excuse teacher taught whole class online lounge room police could taken statement something stopped,0.025,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373287784929054720,"@IndiaInKyrgyz Medical students await return to foreign varsities, grapple with poor quality online classes, face fee hike-https://t.co/78UHQHfmtu",medical student await return foreign varsity grapple poor quality online class face fee hike,-0.175,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369217689227497476,My HUGE list of days &amp;amp; times of online LIVE CLASSES for kids -in COVID-19 lockdown - - from the archives https://t.co/uxP44wEqGW,huge list day ampamp time online live class kid covid lockdown archive,0.2681818181818182,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370239278853279745,My University shut down yesterday because of Covid cases among the students and we'll have online classes from Monday. I don't know if I will be able to manage it well.,university shut yesterday covid case among student well online class monday know able manage well,0.5,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369963669933617153,"@Francis_Joseph @VarshaEGaikwad you have no idea how student are terrified .
first of all many student are not just afraid about covid but about their studies you know the school have just started and in online classes was not like the place to study 
many students are going to fail in the exama they are stress",idea student terrified first many student afraid covid study know school started online class like place study many student going fail exama stress,0.03,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371877300015337478,"Schools haven't opened regularly since March of last year. When they were open, classes had to be quarantined and shifted back to online due to covid cases. This constant disturbance affected everyone's studies.",school opened regularly since march last year open class quarantined shifted back online due covid case constant disturbance affected everyones study,-0.0208333333333333,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372836258871922690,Joyful paintings inspired by #GillianAyres created at home this week by children taking my online art classes. 😍 Gotta keep on keepin’ on #pandemic #covid19 #coronavirus #teachingfromhome #teachingonline2021 #artmakeschildrenpowerful #kidsart https://t.co/TuYNtGGTkF,joyful painting inspired created home week child taking online art class gotta keep keepin,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372244235731210249,RT @cursed_ela: We are the only batch that suffered the most from being deprived of tuitions to attending pathetic unorganised online class…,rt cursedela batch suffered deprived tuition attending pathetic unorganised online class,-1.0,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372061347341471745,"1)Resurgence of COVID-19 : Student's life at high risk
2)Network connectivity problem 
in online classes
3)Inadequate offline classes
Then why offline exams?
#studentsboycottofflineexams
#noofflineexamduetocorona
#DAVV_Open_Book_Exam
#DAVV_ONLINE_EXAMS 
#DAVV
@ChouhanShivraj",resurgence covid student life high risknetwork connectivity problem online classesinadequate offline classesthen offline examsstudentsboycottofflineexamsnoofflineexamduetocoronadavvopenbookexamdavvonlineexams davvchouhanshivraj,0.16,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370136504614318082,hardest year ever mentally for college: like no breaks (fall or spring) and online classes 8 hours a day &amp; being alone.. like thank you covid 🤝,hardest year ever mentally college like break fall spring online class hour day amp alone like thank covid,-0.1,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369015703668457472,"@baekftdean yeah idk how long im gonna cope :/ its bc our year of our degree was supposed to follow an exchange program in seoul, which was cancelled due to covid but now we’re still following the program but online. meaning we need to follow classes at korean times :/ it sucks",yeah idk long im gonna cope bc year degree supposed follow exchange program seoul cancelled due covid still following program online meaning need follow class korean time suck,-0.0583333333333333,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369455492628635654,"RT @axios: After deciding to close Los Angeles schools last year, superintendent Austin Beutner says the district worked with Apple to get…",rt axios deciding close los angeles school last year superintendent austin beutner say district worked apple get,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369375471759224836,"Visit our offices now or register online (https://t.co/UhnEMZIvUw) for March classes, hurry space limited (AAT, CIMA, ACCA, BICA &amp; CFA)
contact 77176169/3500124 for more info
Be covid-19 complaint wear mask, wash your hands, sanitize and social distance https://t.co/bnXCK2eecq",visit office register online march class hurry space limited cima acca bica amp cfacontact infobe covid complaint wear mask wash hand sanitize social distance,-0.1126984126984127,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372937306508722181,RT @hassanfarooq124: Lets for a moment assume that we students dont care about covid but then why did you force us to not go to schools Why…,rt hassanfarooq let moment assume student care covid force u go school,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371838603681226754,Covid stopping me from in person classes will turn me into a terminally online disaster I can feel it,covid stopping person class turn terminally online disaster feel,-0.4,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371902129833570304,@nimmasuresh school and colleges should closed due to rise in Covid cases in karnataka Colleges can comduct online classes and exam no college school following social distancing,school college closed due rise covid case karnataka college comduct online class exam college school following social distancing,-0.0479166666666666,-1.0
